CustomerID,Platform,Plan,MonthlyFee,TenureMonths,WatchHours,SessionsPerWeek,AvgWatchTimePerSession,SupportTickets,Churn,Country,City,Gender,Age,PaymentMethod,DiscountApplied,PromoCodeUsed,AcquisitionChannel,AppRating,SubscriptionStartDate,SubscriptionEndDate,DeviceType,RefundRequested,UpsellEligible,LastLoginDate,GenresWatched,FavoriteGenre,IssueTypeMostFrequent,SatisfactionScore,BingeSessions,SubscriptionDurationDays,ChurnTimeSinceStart,TotalRevenue,Action,Drama,Comedy,Thriller,Romance,Horror,Documentary,Sci-Fi
CUST01850,Hotstar,Mobile,149.0,24,30.3,5,6.1,0,0,UK,Birmingham,Female,64,Debit Card,0,0,Referral,4.1,2019-11-05,,TV,0,0,2023-12-29,"Thriller, Romance, Documentary",Thriller,,9.1,1,1517,,3576.0,0,0,0,1,1,0,1,0
CUST01851,Netflix,Premium,499.0,11,72.0,2,36.0,0,0,Australia,Sydney,Female,47,Credit Card,1,0,App Store,3.4,2022-12-31,,TV,0,0,2023-12-24,"Drama, Comedy",Comedy,,7.2,2,365,,5489.0,0,1,1,0,0,0,0,0
CUST01852,Hotstar,Mobile,149.0,48,47.0,3,15.7,0,0,USA,Miami,Female,62,Wallet,0,0,App Store,4.2,2021-04-13,,Desktop,0,0,2023-12-12,"Thriller, Romance, Horror",Romance,,9.2,1,992,,7152.0,0,0,0,1,1,1,0,0
CUST01853,Amazon Prime,Monthly,179.0,13,53.4,4,13.3,0,0,Australia,Brisbane,Male,45,Debit Card,0,0,Ads,3.9,2020-08-27,,TV,0,1,2023-10-27,"Comedy, Thriller, Sci-Fi",Sci-Fi,,7.5,1,1221,,2327.0,0,0,1,1,0,0,0,1
CUST01854,Netflix,Basic,199.0,54,0.0,3,0.0,0,0,Other,Berlin,Male,27,UPI,0,1,App Store,4.1,2023-01-25,,Tablet,0,1,2023-12-27,Sci-Fi,Sci-Fi,,9.3,1,340,,10746.0,0,0,0,0,0,0,0,1
CUST01855,Hotstar,Premium,499.0,16,68.3,4,17.1,0,0,USA,Miami,Female,36,Credit Card,0,0,Ads,2.2,2019-05-21,,Tablet,0,0,2023-10-03,"Drama, Horror",Drama,,3.6,0,1685,,7984.0,0,1,0,0,0,1,0,0
CUST01856,Netflix,Standard,499.0,29,48.4,6,8.1,0,1,USA,New York,Male,49,Credit Card,1,0,Organic,3.6,2018-04-16,2020-09-16,Desktop,0,0,2023-12-08,Romance,Romance,,7.2,3,884,884.0,14471.0,0,0,0,0,1,0,0,0
CUST01857,Netflix,Standard,499.0,34,24.8,5,5.0,1,0,USA,Houston,Female,46,Wallet,0,1,Referral,3.7,2018-06-25,,Desktop,0,0,2023-11-03,Romance,Romance,Content,6.6,3,2015,,16966.0,0,0,0,0,1,0,0,0
CUST01858,Hotstar,Premium,499.0,43,28.8,7,4.1,0,0,Canada,Toronto,Female,46,Wallet,0,0,Ads,3.5,2022-10-24,,Mobile,0,0,2023-11-12,Thriller,Thriller,,6.2,1,433,,21457.0,0,0,0,1,0,0,0,0
CUST01859,Netflix,Standard,499.0,52,29.9,7,4.3,0,0,India,Mumbai,Male,42,Credit Card,1,0,App Store,3.4,2020-08-09,,TV,0,0,2023-10-04,,,,6.1,3,1239,,25948.0,0,0,0,0,0,0,0,0
CUST01860,Amazon Prime,Monthly,179.0,8,73.5,5,14.7,1,0,India,Mumbai,Female,44,Debit Card,1,0,App Store,3.4,2023-07-18,,TV,1,0,2023-11-06,Horror,Horror,Content,5.2,2,166,,1432.0,0,0,0,0,0,1,0,0
CUST01861,Hotstar,Premium,499.0,44,50.2,6,8.4,0,0,USA,Houston,Female,58,UPI,0,1,Referral,4.8,2020-09-30,,TV,0,1,2023-12-30,"Thriller, Documentary, Sci-Fi",Documentary,,9.9,4,1187,,21956.0,0,0,0,1,0,0,1,1
CUST01862,Amazon Prime,Annual,124.92,7,42.1,5,8.4,0,0,India,Hyderabad,Female,31,UPI,0,0,Ads,3.8,2021-05-13,,TV,0,0,2023-10-20,"Action, Horror",Horror,,8.1,2,962,,874.42,1,0,0,0,0,1,0,0
CUST01863,Hotstar,Super,299.0,59,42.4,2,21.2,1,0,USA,New York,Male,53,UPI,0,0,App Store,3.6,2020-01-11,,Mobile,0,0,2023-11-27,"Comedy, Thriller",Comedy,Content,8.4,3,1450,,17641.0,0,0,1,1,0,0,0,0
CUST01864,Netflix,Standard,499.0,41,66.7,6,11.1,1,0,USA,Chicago,Female,46,Credit Card,0,1,Ads,4.3,2018-02-07,,Desktop,0,1,2023-10-04,"Action, Comedy, Thriller, Documentary",Comedy,Content,9.3,3,2153,,20459.0,1,0,1,1,0,0,1,0
CUST01865,Amazon Prime,Annual,124.92,53,47.4,5,9.5,0,0,India,Hyderabad,Male,45,Debit Card,1,0,App Store,3.7,2022-11-25,,Desktop,1,0,2023-10-05,"Action, Horror",Horror,,7.2,0,401,,6620.58,1,0,0,0,0,1,0,0
CUST01866,Hotstar,Premium,499.0,50,0.0,5,0.0,0,0,India,Mumbai,Male,56,Credit Card,0,1,Referral,4.9,2018-08-03,,TV,0,0,2023-10-17,"Comedy, Thriller, Horror",Comedy,,10.0,1,1976,,24950.0,0,0,1,1,0,1,0,0
CUST01867,Netflix,Premium,499.0,54,17.5,5,3.5,0,0,India,Chennai,Male,30,Debit Card,1,0,Referral,4.5,2021-11-24,,Mobile,0,1,2023-12-09,"Action, Drama, Thriller",Drama,,9.0,4,767,,26946.0,1,1,0,1,0,0,0,0
CUST01868,Netflix,Basic,199.0,48,26.0,4,6.5,0,0,Other,Singapore,Female,28,Wallet,1,0,Referral,3.0,2020-10-03,,Desktop,0,0,2023-10-03,"Action, Drama, Thriller, Horror, Documentary, Sci-Fi",Documentary,,7.4,1,1184,,9552.0,1,1,0,1,0,1,1,1
CUST01869,Amazon Prime,Monthly,179.0,23,59.3,7,8.5,1,0,India,Mumbai,Male,52,UPI,0,0,Ads,3.5,2020-07-15,,Mobile,0,0,2023-10-17,"Action, Drama, Thriller, Horror",Horror,Content,8.0,2,1264,,4117.0,1,1,0,1,0,1,0,0
CUST01870,Netflix,Standard,499.0,8,42.4,4,10.6,0,0,USA,New York,Female,40,Debit Card,0,0,Organic,3.3,2023-09-24,,TV,0,1,2023-11-14,Thriller,Thriller,,5.9,2,98,,3992.0,0,0,0,1,0,0,0,0
CUST01871,Hotstar,Super,299.0,10,29.9,3,10.0,0,0,USA,Miami,Male,28,Credit Card,0,1,App Store,4.5,2019-11-23,,Desktop,0,1,2023-11-09,"Action, Drama, Romance, Documentary, Sci-Fi",Action,,7.7,3,1499,,2990.0,1,1,0,0,1,0,1,1
CUST01872,Amazon Prime,Monthly,179.0,32,42.3,6,7.0,0,0,India,Mumbai,Female,42,Credit Card,0,0,Referral,3.9,2019-12-21,,TV,0,0,2023-12-05,"Action, Thriller, Romance",Action,,7.4,2,1471,,5728.0,1,0,0,1,1,0,0,0
CUST01873,Netflix,Basic,199.0,44,32.6,7,4.7,2,0,USA,New York,Female,50,Debit Card,1,1,Referral,3.4,2023-07-12,,Desktop,0,1,2023-12-23,,,Content,5.7,3,172,,8756.0,0,0,0,0,0,0,0,0
CUST01874,Hotstar,Super,299.0,43,53.9,2,26.9,0,0,Canada,Vancouver,Male,62,Wallet,0,0,App Store,3.9,2020-01-18,,Mobile,0,0,2023-10-27,"Thriller, Horror",Horror,,7.4,4,1443,,12857.0,0,0,0,1,0,1,0,0
CUST01875,Netflix,Standard,499.0,4,25.5,6,4.2,3,0,India,Bangalore,Male,43,UPI,0,0,Organic,4.5,2018-11-23,,Mobile,0,0,2023-12-06,"Action, Drama, Romance, Sci-Fi",Drama,Technical,8.6,1,1864,,1996.0,1,1,0,0,1,0,0,1
CUST01876,Amazon Prime,Annual,124.92,15,57.5,5,11.5,0,0,USA,Houston,Male,32,UPI,1,0,App Store,3.2,2020-12-11,,Desktop,0,0,2023-10-29,"Comedy, Romance, Documentary, Sci-Fi",Romance,,7.0,2,1115,,1873.75,0,0,1,0,1,0,1,1
CUST01877,Hotstar,Premium,499.0,20,32.0,3,10.7,1,0,Australia,Brisbane,Male,35,Wallet,1,0,Ads,4.0,2023-08-10,,TV,0,0,2023-11-11,Horror,Horror,Technical,9.4,4,143,,9980.0,0,0,0,0,0,1,0,0
CUST01878,Hotstar,Mobile,149.0,37,51.1,7,7.3,0,1,India,Mumbai,Female,51,Debit Card,0,0,Ads,3.8,2019-12-03,2023-01-03,Tablet,1,0,2023-12-28,"Drama, Documentary",Documentary,,8.9,0,1127,1127.0,5513.0,0,1,0,0,0,0,1,0
CUST01879,Amazon Prime,Monthly,179.0,56,40.2,7,5.7,0,1,Other,Singapore,Male,35,Wallet,1,0,Referral,3.2,2021-11-21,2026-07-21,TV,0,0,2023-12-18,,,,6.7,1,1703,1703.0,10024.0,0,0,0,0,0,0,0,0
CUST01880,Netflix,Standard,499.0,5,100.4,4,25.1,0,1,Canada,Toronto,Female,23,Debit Card,0,0,Ads,4.2,2021-09-11,2022-02-11,Tablet,0,0,2023-11-14,Thriller,Thriller,,8.6,4,153,153.0,2495.0,0,0,0,1,0,0,0,0
CUST01881,Amazon Prime,Monthly,179.0,36,57.5,7,8.2,0,0,Other,Singapore,Female,58,Debit Card,1,1,Referral,3.3,2018-12-04,,Mobile,0,0,2023-11-10,"Comedy, Horror",Horror,,5.2,1,1853,,6444.0,0,0,1,0,0,1,0,0
CUST01882,Netflix,Standard,499.0,30,54.1,6,9.0,0,0,India,Chennai,Female,32,Credit Card,0,0,App Store,5.0,2022-04-24,,Tablet,0,0,2023-10-31,"Drama, Horror",Horror,,8.7,1,616,,14970.0,0,1,0,0,0,1,0,0
CUST01883,Netflix,Basic,199.0,23,30.5,4,7.6,1,1,India,Hyderabad,Female,20,UPI,0,0,App Store,3.8,2021-05-27,2023-04-27,Tablet,0,0,2023-11-05,"Drama, Sci-Fi",Sci-Fi,Technical,10.0,3,700,700.0,4577.0,0,1,0,0,0,0,0,1
CUST01884,Hotstar,Mobile,149.0,53,20.8,6,3.5,0,0,Other,Dubai,Male,40,Wallet,1,1,Organic,4.0,2023-11-29,,Mobile,0,1,2023-11-19,"Action, Thriller, Horror",Action,,9.2,5,32,,7897.0,1,0,0,1,0,1,0,0
CUST01885,Netflix,Premium,499.0,3,49.5,5,9.9,0,1,India,Chennai,Male,51,Debit Card,0,0,App Store,3.1,2020-08-09,2020-11-09,Tablet,0,0,2023-11-21,"Action, Drama, Comedy, Thriller, Horror, Documentary, Sci-Fi",Documentary,,4.8,0,92,92.0,1497.0,1,1,1,1,0,1,1,1
CUST01886,Netflix,Premium,499.0,19,39.4,5,7.9,0,0,USA,Houston,Female,59,Credit Card,1,0,Organic,3.9,2020-01-29,,Mobile,0,1,2023-11-06,Romance,Romance,,8.4,1,1432,,9481.0,0,0,0,0,1,0,0,0
CUST01887,Amazon Prime,Monthly,179.0,60,75.3,7,10.8,0,0,USA,Chicago,Female,22,UPI,0,0,Ads,4.1,2021-06-17,,Desktop,0,0,2023-10-06,"Action, Thriller, Romance",Thriller,,7.9,1,927,,10740.0,1,0,0,1,1,0,0,0
CUST01888,Netflix,Basic,199.0,43,59.2,3,19.7,0,0,Canada,Vancouver,Female,31,UPI,0,0,App Store,3.2,2022-01-30,,Mobile,0,1,2023-10-11,"Drama, Comedy, Sci-Fi",Sci-Fi,,6.6,4,700,,8557.0,0,1,1,0,0,0,0,1
CUST01889,Netflix,Premium,499.0,57,28.6,8,3.6,0,0,India,Hyderabad,Female,60,Debit Card,1,0,Organic,2.8,2018-10-08,,Tablet,0,1,2023-12-19,Action,Action,,5.1,2,1910,,28443.0,1,0,0,0,0,0,0,0
CUST01890,Amazon Prime,Monthly,179.0,43,56.0,6,9.3,0,0,India,Mumbai,Male,61,Wallet,0,0,Organic,4.2,2020-04-08,,Tablet,0,1,2023-11-14,,,,7.2,1,1362,,7697.0,0,0,0,0,0,0,0,0
CUST01891,Netflix,Standard,499.0,38,42.3,4,10.6,0,0,USA,Los Angeles,Male,60,Credit Card,0,0,Ads,4.7,2022-01-04,,Tablet,0,0,2023-11-16,"Romance, Horror, Documentary, Sci-Fi",Documentary,,10.0,3,726,,18962.0,0,0,0,0,1,1,1,1
CUST01892,Netflix,Basic,199.0,56,44.9,4,11.2,1,0,UK,London,Male,63,Wallet,0,0,Referral,3.5,2021-04-26,,Mobile,0,1,2023-12-11,"Drama, Thriller, Romance",Romance,Technical,7.3,1,979,,11144.0,0,1,0,1,1,0,0,0
CUST01893,Amazon Prime,Annual,124.92,2,44.3,6,7.4,1,0,India,Chennai,Male,41,Debit Card,0,0,Organic,3.0,2023-05-11,,Mobile,0,0,2023-10-02,"Action, Comedy, Horror",Comedy,Billing,5.4,4,234,,249.83,1,0,1,0,0,1,0,0
CUST01894,Netflix,Basic,199.0,50,70.0,5,14.0,0,0,Canada,Toronto,Male,63,Credit Card,1,0,Ads,3.5,2021-03-15,,Tablet,0,1,2023-10-16,Sci-Fi,Sci-Fi,,7.3,2,1021,,9950.0,0,0,0,0,0,0,0,1
CUST01895,Netflix,Standard,499.0,6,65.3,4,16.3,0,0,USA,Houston,Female,53,Debit Card,1,1,App Store,3.0,2023-03-29,,Tablet,0,0,2023-10-15,"Drama, Thriller",Thriller,,7.2,1,277,,2994.0,0,1,0,1,0,0,0,0
CUST01896,Netflix,Standard,499.0,22,74.9,6,12.5,1,0,UK,London,Female,52,Debit Card,0,0,Ads,5.0,2021-02-13,,Desktop,0,0,2023-10-18,Action,Action,Technical,10.0,2,1051,,10978.0,1,0,0,0,0,0,0,0
CUST01897,Amazon Prime,Annual,124.92,5,19.0,4,4.7,0,0,Canada,Montreal,Female,37,UPI,0,0,Referral,3.9,2019-09-08,,Desktop,0,1,2023-12-23,"Action, Horror",Action,,7.9,4,1575,,624.58,1,0,0,0,0,1,0,0
CUST01898,Amazon Prime,Monthly,179.0,46,26.3,6,4.4,1,1,India,Delhi,Male,36,Debit Card,0,1,App Store,4.8,2018-02-14,2021-12-14,TV,0,0,2023-10-04,,,Technical,9.4,2,1399,1399.0,8234.0,0,0,0,0,0,0,0,0
CUST01899,Amazon Prime,Annual,124.92,30,67.7,4,16.9,0,0,India,Hyderabad,Female,46,Wallet,1,0,App Store,3.0,2023-11-14,,TV,0,0,2023-10-22,"Comedy, Thriller, Romance",Comedy,,6.5,5,47,,3747.5,0,0,1,1,1,0,0,0
CUST01900,Netflix,Standard,499.0,22,23.4,1,23.4,0,0,Other,Dubai,Female,64,UPI,1,0,Referral,3.1,2020-12-21,,Mobile,0,0,2023-10-03,"Action, Comedy, Horror",Action,,5.7,4,1105,,10978.0,1,0,1,0,0,1,0,0
CUST01901,Netflix,Premium,499.0,31,46.3,5,9.3,0,0,Canada,Vancouver,Male,57,Wallet,1,0,App Store,4.6,2022-03-30,,Tablet,0,0,2023-11-01,"Drama, Comedy, Horror, Sci-Fi",Comedy,,9.6,0,641,,15469.0,0,1,1,0,0,1,0,1
CUST01902,Amazon Prime,Monthly,179.0,23,18.2,3,6.1,0,1,USA,Los Angeles,Male,45,UPI,0,0,App Store,3.8,2019-01-17,2020-12-17,TV,0,0,2023-11-17,"Drama, Thriller, Documentary, Sci-Fi",Thriller,,6.6,4,700,700.0,4117.0,0,1,0,1,0,0,1,1
CUST01903,Amazon Prime,Annual,124.92,10,37.0,3,12.3,0,0,India,Chennai,Female,20,Wallet,1,0,App Store,3.6,2018-01-11,,Tablet,0,1,2023-11-27,Drama,Drama,,6.5,0,2180,,1249.17,0,1,0,0,0,0,0,0
CUST01904,Hotstar,Super,299.0,25,54.9,6,9.1,1,0,UK,Birmingham,Male,20,Wallet,1,0,App Store,4.1,2022-01-24,,TV,0,1,2023-12-12,"Action, Thriller, Romance, Horror, Sci-Fi",Action,Content,7.8,0,706,,7475.0,1,0,0,1,1,1,0,1
CUST01905,Hotstar,Mobile,149.0,12,57.1,3,19.0,0,0,Australia,Brisbane,Male,43,Debit Card,0,0,Ads,4.8,2019-04-21,,TV,0,0,2023-11-24,"Action, Documentary, Sci-Fi",Sci-Fi,,8.3,4,1715,,1788.0,1,0,0,0,0,0,1,1
CUST01906,Netflix,Standard,499.0,26,54.5,3,18.2,0,0,Canada,Vancouver,Female,35,UPI,0,0,Referral,3.7,2021-11-22,,Tablet,0,1,2023-12-25,"Action, Documentary",Documentary,,6.0,4,769,,12974.0,1,0,0,0,0,0,1,0
CUST01907,Netflix,Premium,499.0,2,30.2,1,30.2,0,0,USA,New York,Female,46,Credit Card,1,0,Referral,3.6,2022-04-21,,TV,0,1,2023-10-13,"Drama, Thriller, Documentary",Thriller,,5.2,5,619,,998.0,0,1,0,1,0,0,1,0
CUST01908,Amazon Prime,Monthly,179.0,26,36.3,5,7.3,0,0,India,Delhi,Male,62,Debit Card,0,1,Ads,3.3,2019-10-07,,Desktop,0,0,2023-12-06,"Action, Comedy",Action,,5.5,3,1546,,4654.0,1,0,1,0,0,0,0,0
CUST01909,Netflix,Standard,499.0,45,44.1,5,8.8,0,1,Canada,Montreal,Female,21,UPI,1,1,Ads,4.6,2022-08-10,2026-05-10,TV,0,0,2023-11-26,"Drama, Comedy, Horror",Comedy,,8.8,2,1369,1369.0,22455.0,0,1,1,0,0,1,0,0
CUST01910,Amazon Prime,Annual,124.92,35,5.5,7,0.8,0,1,Canada,Vancouver,Female,34,Wallet,1,0,Ads,4.2,2018-07-29,2021-06-29,Tablet,0,0,2023-12-05,"Comedy, Thriller, Romance, Horror, Sci-Fi",Romance,,8.5,5,1066,1066.0,4372.08,0,0,1,1,1,1,0,1
CUST01911,Netflix,Basic,199.0,23,0.0,6,0.0,0,0,India,Bangalore,Female,63,Credit Card,0,0,App Store,5.0,2023-09-24,,TV,0,0,2023-12-03,"Action, Drama, Thriller, Horror, Sci-Fi",Thriller,,9.3,0,98,,4577.0,1,1,0,1,0,1,0,1
CUST01912,Hotstar,Mobile,149.0,48,25.6,6,4.3,0,0,UK,London,Male,28,Credit Card,0,0,App Store,4.7,2023-07-06,,TV,0,1,2023-10-20,"Action, Drama, Comedy, Thriller, Documentary",Action,,7.7,1,178,,7152.0,1,1,1,1,0,0,1,0
CUST01913,Amazon Prime,Annual,124.92,8,52.3,3,17.4,0,0,India,Hyderabad,Female,21,Debit Card,0,0,Ads,4.7,2023-03-19,,Mobile,0,1,2023-10-14,"Comedy, Romance, Sci-Fi",Comedy,,9.0,5,287,,999.33,0,0,1,0,1,0,0,1
CUST01914,Netflix,Standard,499.0,3,49.7,6,8.3,0,0,Other,Berlin,Male,50,Debit Card,1,0,Referral,4.4,2023-09-26,,Desktop,0,0,2023-11-27,Action,Action,,10.0,3,96,,1497.0,1,0,0,0,0,0,0,0
CUST01915,Netflix,Premium,499.0,50,48.3,2,24.2,0,0,UK,Manchester,Female,42,UPI,0,0,Organic,4.9,2022-04-03,,Mobile,0,0,2023-11-01,"Comedy, Sci-Fi",Comedy,,8.3,0,637,,24950.0,0,0,1,0,0,0,0,1
CUST01916,Netflix,Standard,499.0,37,63.0,2,31.5,0,0,India,Bangalore,Male,50,Credit Card,0,0,Organic,3.4,2022-08-26,,Mobile,0,1,2023-10-28,Romance,Romance,,8.5,1,492,,18463.0,0,0,0,0,1,0,0,0
CUST01917,Netflix,Standard,499.0,7,49.2,1,49.2,1,0,Canada,Toronto,Female,24,UPI,0,0,Referral,3.5,2018-04-10,,TV,0,0,2023-12-11,"Action, Horror, Sci-Fi",Sci-Fi,Content,6.4,4,2091,,3493.0,1,0,0,0,0,1,0,1
CUST01918,Amazon Prime,Monthly,179.0,26,42.1,6,7.0,0,1,India,Delhi,Female,48,UPI,0,1,Organic,3.9,2020-07-08,2022-09-08,Mobile,0,0,2023-10-15,"Action, Romance, Horror, Sci-Fi",Action,,7.2,4,792,792.0,4654.0,1,0,0,0,1,1,0,1
CUST01919,Netflix,Standard,499.0,33,64.0,7,9.1,0,0,Canada,Toronto,Female,55,Credit Card,0,0,App Store,4.1,2022-11-06,,Tablet,0,0,2023-12-11,,,,7.1,1,420,,16467.0,0,0,0,0,0,0,0,0
CUST01920,Hotstar,Mobile,149.0,24,20.5,8,2.6,0,0,Canada,Toronto,Other,41,Debit Card,0,1,Ads,3.1,2023-11-27,,Mobile,0,0,2023-11-18,"Action, Drama, Romance, Documentary, Sci-Fi",Drama,,6.4,1,34,,3576.0,1,1,0,0,1,0,1,1
CUST01921,Hotstar,Premium,499.0,52,18.0,5,3.6,0,1,Other,Berlin,Female,32,UPI,1,0,App Store,4.1,2018-12-18,2023-04-18,Tablet,0,1,2023-12-06,"Drama, Romance",Romance,,8.1,2,1582,1582.0,25948.0,0,1,0,0,1,0,0,0
CUST01922,Amazon Prime,Annual,124.92,48,13.9,4,3.5,1,1,UK,London,Male,62,Wallet,0,0,Referral,4.4,2023-12-15,2027-12-15,Desktop,0,1,2023-11-11,"Action, Drama, Comedy, Thriller, Romance, Documentary, Sci-Fi",Comedy,Content,9.0,1,1461,1461.0,5996.0,1,1,1,1,1,0,1,1
CUST01923,Amazon Prime,Monthly,179.0,15,0.0,6,0.0,0,1,Canada,Montreal,Male,60,Wallet,0,0,Organic,3.2,2020-08-23,2021-11-23,TV,1,0,2023-11-10,"Action, Drama, Thriller",Thriller,,7.1,2,457,457.0,2685.0,1,1,0,1,0,0,0,0
CUST01924,Amazon Prime,Annual,124.92,57,3.3,4,0.8,0,0,India,Delhi,Female,35,UPI,0,0,Referral,4.8,2022-08-14,,Mobile,0,0,2023-10-28,"Drama, Romance, Documentary, Sci-Fi",Sci-Fi,,9.6,6,504,,7120.25,0,1,0,0,1,0,1,1
CUST01925,Netflix,Standard,499.0,29,56.8,9,6.3,0,0,India,Bangalore,Male,59,Debit Card,0,0,Organic,4.7,2022-08-08,,Mobile,0,0,2023-11-07,,,,9.0,2,510,,14471.0,0,0,0,0,0,0,0,0
CUST01926,Hotstar,Premium,499.0,56,25.3,3,8.4,0,0,India,Bangalore,Other,64,Credit Card,0,1,Referral,3.7,2022-06-23,,TV,0,1,2023-11-12,,,,7.1,0,556,,27944.0,0,0,0,0,0,0,0,0
CUST01927,Amazon Prime,Annual,124.92,2,57.8,4,14.5,0,0,UK,Birmingham,Male,39,Credit Card,1,0,Organic,5.0,2020-08-18,,TV,0,0,2023-11-08,"Horror, Sci-Fi",Sci-Fi,,9.6,1,1230,,249.83,0,0,0,0,0,1,0,1
CUST01928,Amazon Prime,Annual,124.92,55,23.7,6,4.0,0,0,USA,Houston,Male,62,Credit Card,1,0,App Store,3.7,2020-02-27,,Desktop,0,0,2023-12-21,"Drama, Documentary",Drama,,7.5,3,1403,,6870.42,0,1,0,0,0,0,1,0
CUST01929,Hotstar,Mobile,149.0,7,64.7,6,10.8,0,0,India,Chennai,Male,46,Debit Card,1,1,Referral,3.4,2018-09-09,,Tablet,1,1,2023-11-14,"Comedy, Horror",Horror,,6.9,1,1939,,1043.0,0,0,1,0,0,1,0,0
CUST01930,Netflix,Basic,199.0,48,26.8,4,6.7,0,0,India,Bangalore,Female,41,Debit Card,1,0,Ads,3.5,2023-11-23,,TV,0,1,2023-10-21,,,,7.8,1,38,,9552.0,0,0,0,0,0,0,0,0
CUST01931,Hotstar,Super,299.0,29,27.3,8,3.4,1,0,Canada,Toronto,Male,53,Credit Card,0,0,Referral,4.3,2021-01-10,,TV,1,0,2023-12-29,Documentary,Documentary,Technical,8.1,3,1085,,8671.0,0,0,0,0,0,0,1,0
CUST01932,Amazon Prime,Annual,124.92,3,34.4,2,17.2,0,0,India,Chennai,Male,36,Debit Card,0,0,Organic,4.3,2023-10-19,,TV,0,0,2023-11-29,,,,7.1,1,73,,374.75,0,0,0,0,0,0,0,0
CUST01933,Netflix,Basic,199.0,41,18.3,3,6.1,0,1,India,Hyderabad,Female,19,Debit Card,0,1,Organic,3.5,2023-12-18,2027-05-18,Desktop,0,0,2023-12-21,"Horror, Sci-Fi",Horror,,8.5,2,1247,1247.0,8159.0,0,0,0,0,0,1,0,1
CUST01934,Netflix,Basic,199.0,43,7.0,1,7.0,0,0,Canada,Toronto,Female,58,Credit Card,0,0,Referral,3.3,2023-12-13,,Mobile,0,0,2023-12-08,"Action, Drama, Romance, Sci-Fi",Romance,,6.9,1,18,,8557.0,1,1,0,0,1,0,0,1
CUST01935,Amazon Prime,Annual,124.92,25,11.5,5,2.3,0,0,India,Hyderabad,Other,30,Credit Card,0,0,Ads,5.0,2019-09-18,,TV,0,0,2023-10-02,"Action, Romance",Romance,,7.6,3,1565,,3122.92,1,0,0,0,1,0,0,0
CUST01936,Netflix,Basic,199.0,48,25.3,5,5.1,0,0,USA,New York,Female,39,Debit Card,1,1,Ads,4.5,2020-04-02,,TV,0,0,2023-12-15,Drama,Drama,,8.7,3,1368,,9552.0,0,1,0,0,0,0,0,0
CUST01937,Netflix,Standard,499.0,50,46.0,5,9.2,0,0,India,Hyderabad,Male,55,Wallet,0,0,App Store,3.8,2019-11-10,,Mobile,0,0,2023-11-28,"Drama, Comedy, Sci-Fi",Sci-Fi,,7.6,1,1512,,24950.0,0,1,1,0,0,0,0,1
CUST01938,Hotstar,Mobile,149.0,55,18.9,7,2.7,2,0,India,Hyderabad,Female,38,Credit Card,0,0,App Store,5.0,2021-07-27,,Mobile,0,1,2023-12-04,Sci-Fi,Sci-Fi,Content,9.9,3,887,,8195.0,0,0,0,0,0,0,0,1
CUST01939,Amazon Prime,Monthly,179.0,53,44.9,4,11.2,0,0,UK,Manchester,Female,55,Wallet,0,0,Referral,4.4,2023-12-16,,TV,0,1,2023-10-22,"Comedy, Thriller, Horror, Sci-Fi",Sci-Fi,,10.0,6,15,,9487.0,0,0,1,1,0,1,0,1
CUST01940,Hotstar,Premium,499.0,10,56.0,5,11.2,2,1,Canada,Vancouver,Male,60,Debit Card,1,0,App Store,5.0,2021-05-17,2022-03-17,Tablet,0,0,2023-12-14,Thriller,Thriller,Content,10.0,2,304,304.0,4990.0,0,0,0,1,0,0,0,0
CUST01941,Amazon Prime,Annual,124.92,18,42.0,6,7.0,0,0,India,Chennai,Female,55,Wallet,1,0,App Store,4.4,2021-01-18,,Mobile,0,1,2023-12-15,"Documentary, Sci-Fi",Sci-Fi,,9.9,6,1077,,2248.5,0,0,0,0,0,0,1,1
CUST01942,Amazon Prime,Monthly,179.0,17,4.0,4,1.0,0,0,Canada,Toronto,Male,38,Debit Card,0,0,Referral,5.0,2018-09-22,,Mobile,0,1,2023-10-09,Horror,Horror,,9.9,4,1926,,3043.0,0,0,0,0,0,1,0,0
CUST01943,Amazon Prime,Monthly,179.0,20,23.0,6,3.8,0,1,Canada,Toronto,Female,26,Credit Card,0,0,Referral,4.0,2020-11-28,2022-07-28,Desktop,0,1,2023-12-05,"Drama, Documentary, Sci-Fi",Sci-Fi,,8.7,4,607,607.0,3580.0,0,1,0,0,0,0,1,1
CUST01944,Amazon Prime,Annual,124.92,47,46.7,3,15.6,0,0,India,Hyderabad,Female,60,Debit Card,0,1,Ads,4.4,2019-04-22,,Tablet,0,0,2023-10-27,"Drama, Thriller, Documentary",Thriller,,8.4,2,1714,,5871.08,0,1,0,1,0,0,1,0
CUST01945,Amazon Prime,Monthly,179.0,2,38.8,4,9.7,1,0,India,Chennai,Male,21,Wallet,0,0,Referral,3.6,2021-05-24,,Desktop,0,0,2023-11-17,"Thriller, Romance, Horror, Documentary",Romance,Content,7.2,2,951,,358.0,0,0,0,1,1,1,1,0
CUST01946,Netflix,Basic,199.0,59,58.2,4,14.5,0,0,UK,Manchester,Male,62,Credit Card,0,0,Referral,4.2,2022-04-15,,Tablet,0,0,2023-12-11,Romance,Romance,,7.3,3,625,,11741.0,0,0,0,0,1,0,0,0
